TXN_ID,DATE,CITY,PRODUCT,QUANTITY,UNIT_PRICE,STORE_ADDRESS,REVENUE,YEAR,MONTH,MONTH_NUM,QUARTER,DAY,WEEK,CITY_CODE
J-02998,2024-08-07,New York,Smart Watch,2.0,1942.05,"200 Broadway, NY 10007",3884.1,2024,August,8,Q3,7,32,4
J-03002,2024-06-29,Berlin,Tablet Pro,1.0,855.73,"Alexanderplatz 5, 10178",855.73,2024,June,6,Q2,29,26,0
J-03003,2024-06-23,Dubai,4K Camera,2.0,1827.81,"Mall of Emirates, B1-45",3655.62,2024,June,6,Q2,23,25,1
J-03009,2024-08-29,Tokyo,Smart Watch,3.0,493.56,"3-5 Shinjuku, Shinjuku-ku",1480.68,2024,August,8,Q3,29,35,6
J-03010,2024-10-22,Tokyo,Smart Watch,4.0,548.04,"3-5 Shinjuku, Shinjuku-ku",2192.16,2024,October,10,Q4,22,43,6
J-03011,2024-08-08,Dubai,Wireless Earbuds,5.0,2017.41,"Dubai Mall, Level 2, S12",10087.05,2024,August,8,Q3,8,32,1
J-03012,2024-11-02,Tokyo,Wireless Earbuds,6.0,1984.87,"3-5 Shinjuku, Shinjuku-ku",11909.22,2024,November,11,Q4,2,44,6
J-03013,2024-10-01,Dubai,Smart TV,6.0,822.13,"Mall of Emirates, B1-45",4932.78,2024,October,10,Q4,1,40,1
J-03016,2024-07-30,Sydney,Gaming Console,7.0,512.7,"City Centre, Pitt St Mall",3588.9,2024,July,7,Q3,30,31,5
J-03018,2024-06-25,Sydney,Smart TV,1.0,1304.98,"88 George St, NSW 2000",1304.98,2024,June,6,Q2,25,26,5
J-03024,2024-08-29,Dubai,Wireless Earbuds,4.0,2371.6,"Mall of Emirates, B1-45",9486.4,2024,August,8,Q3,29,35,1
J-03026,2024-05-27,Dubai,Gaming Console,2.0,1262.32,"Mall of Emirates, B1-45",2524.64,2024,May,5,Q2,27,22,1
J-03031,2024-09-05,Berlin,Tablet Pro,4.0,1823.82,"Kurfurstendamm 22, 10719",7295.28,2024,September,9,Q3,5,36,0
J-03032,2024-10-05,Sydney,Smart TV,1.0,1474.63,"City Centre, Pitt St Mall",1474.63,2024,October,10,Q4,5,40,5
J-03034,2024-10-30,Tokyo,Smart Watch,6.0,2499.48,"3-5 Shinjuku, Shinjuku-ku",14996.88,2024,October,10,Q4,30,44,6
J-03036,2024-04-06,Dubai,Gaming Laptop,5.0,1088.48,"Dubai Mall, Level 2, S12",5442.4,2024,April,4,Q2,6,14,1
J-03037,2024-06-26,Dubai,Smart Watch,6.0,1689.47,"Mall of Emirates, B1-45",10136.82,2024,June,6,Q2,26,26,1
J-03038,2024-07-25,Kathmandu,Smart TV,6.0,434.87,"Durbar Marg, KTM 44601",2609.22,2024,July,7,Q3,25,30,2
J-03039,2024-06-01,New York,Smart TV,2.0,892.53,"200 Broadway, NY 10007",1785.06,2024,June,6,Q2,1,22,4
J-03040,2024-10-20,London,Gaming Console,6.0,1572.93,"88 Regent Ave, SW1A 2AA",9437.58,2024,October,10,Q4,20,42,3
J-03041,2024-12-12,Berlin,Gaming Console,1.0,515.41,"Alexanderplatz 5, 10178",515.41,2024,December,12,Q4,12,50,0
J-03043,2024-01-10,Berlin,Smart TV,6.0,1773.47,"Kurfurstendamm 22, 10719",10640.82,2024,January,1,Q1,10,2,0
J-03044,2024-03-07,Tokyo,Wireless Earbuds,3.0,2142.54,"1-1 Akihabara, Chiyoda",6427.62,2024,March,3,Q1,7,10,6
J-03045,2024-12-01,Tokyo,Gaming Laptop,2.0,1554.26,"1-1 Akihabara, Chiyoda",3108.52,2024,December,12,Q4,1,48,6
J-03046,2024-10-19,Tokyo,Wireless Earbuds,5.0,1618.43,"3-5 Shinjuku, Shinjuku-ku",8092.15,2024,October,10,Q4,19,42,6
J-03050,2024-04-14,Tokyo,Smart Watch,2.0,63.78,"3-5 Shinjuku, Shinjuku-ku",127.56,2024,April,4,Q2,14,15,6
J-03051,2024-05-02,Berlin,Gaming Console,1.0,81.27,"Kurfurstendamm 22, 10719",81.27,2024,May,5,Q2,2,18,0
J-03052,2024-06-18,Sydney,Smart Watch,5.0,1378.61,"City Centre, Pitt St Mall",6893.05,2024,June,6,Q2,18,25,5
J-03053,2024-06-16,Tokyo,Smart TV,7.0,1150.79,"1-1 Akihabara, Chiyoda",8055.53,2024,June,6,Q2,16,24,6
J-03054,2024-11-28,New York,Gaming Laptop,4.0,1353.27,"350 5th Ave, NY 10118",5413.08,2024,November,11,Q4,28,48,4
J-03058,2024-02-12,Tokyo,Gaming Console,2.0,341.42,"3-5 Shinjuku, Shinjuku-ku",682.84,2024,February,2,Q1,12,7,6
J-03059,2024-09-27,London,Wireless Earbuds,6.0,1242.69,"88 Regent Ave, SW1A 2AA",7456.14,2024,September,9,Q3,27,39,3
J-03061,2024-05-05,Sydney,Smart Watch,5.0,792.31,"City Centre, Pitt St Mall",3961.55,2024,May,5,Q2,5,18,5
J-03062,2024-11-10,London,Gaming Laptop,4.0,177.36,"12 Oxford St, W1D 1AB",709.44,2024,November,11,Q4,10,45,3
J-03063,2024-12-05,New York,Gaming Console,3.0,301.75,"200 Broadway, NY 10007",905.25,2024,December,12,Q4,5,49,4
J-03064,2024-07-26,Kathmandu,Gaming Laptop,4.0,377.4,"Durbar Marg, KTM 44601",1509.6,2024,July,7,Q3,26,30,2
J-03066,2024-12-25,Kathmandu,Smart TV,4.0,2353.34,"New Road, Kathmandu 44600",9413.36,2024,December,12,Q4,25,52,2
J-03071,2024-11-05,London,Tablet Pro,5.0,400.99,"12 Oxford St, W1D 1AB",2004.95,2024,November,11,Q4,5,45,3
J-03073,2024-12-24,Dubai,Gaming Console,3.0,1978.01,"Dubai Mall, Level 2, S12",5934.03,2024,December,12,Q4,24,52,1
J-03075,2024-08-27,Sydney,Smart TV,1.0,422.26,"88 George St, NSW 2000",422.26,2024,August,8,Q3,27,35,5
J-03076,2024-03-24,Kathmandu,4K Camera,6.0,1652.04,"Durbar Marg, KTM 44601",9912.24,2024,March,3,Q1,24,12,2
J-03078,2024-09-13,London,Smart Watch,4.0,2238.16,"88 Regent Ave, SW1A 2AA",8952.64,2024,September,9,Q3,13,37,3
J-03080,2024-11-29,Sydney,Gaming Laptop,3.0,118.27,"88 George St, NSW 2000",354.81,2024,November,11,Q4,29,48,5
J-03082,2024-10-14,New York,4K Camera,2.0,1189.17,"200 Broadway, NY 10007",2378.34,2024,October,10,Q4,14,42,4
J-03085,2024-09-06,Berlin,4K Camera,4.0,1307.02,"Kurfurstendamm 22, 10719",5228.08,2024,September,9,Q3,6,36,0
J-03086,2024-06-06,Dubai,Wireless Earbuds,3.0,940.25,"Mall of Emirates, B1-45",2820.75,2024,June,6,Q2,6,23,1
J-03090,2024-07-03,Berlin,Tablet Pro,1.0,1001.2,"Alexanderplatz 5, 10178",1001.2,2024,July,7,Q3,3,27,0
J-03092,2024-07-25,Tokyo,Smart Watch,4.0,563.26,"3-5 Shinjuku, Shinjuku-ku",2253.04,2024,July,7,Q3,25,30,6
J-03093,2024-03-30,Kathmandu,4K Camera,5.0,1170.87,"Durbar Marg, KTM 44601",5854.35,2024,March,3,Q1,30,13,2
J-03094,2024-07-16,Sydney,4K Camera,2.0,1945.1,"City Centre, Pitt St Mall",3890.2,2024,July,7,Q3,16,29,5
J-03095,2024-07-08,Berlin,Smart TV,1.0,1257.98,"Alexanderplatz 5, 10178",1257.98,2024,July,7,Q3,8,28,0
J-03097,2024-10-09,Berlin,Wireless Earbuds,2.0,444.23,"Kurfurstendamm 22, 10719",888.46,2024,October,10,Q4,9,41,0
J-03098,2024-06-21,Tokyo,Tablet Pro,4.0,791.56,"3-5 Shinjuku, Shinjuku-ku",3166.24,2024,June,6,Q2,21,25,6
J-03099,2024-06-08,Sydney,Gaming Console,1.0,2182.5,"88 George St, NSW 2000",2182.5,2024,June,6,Q2,8,23,5
J-03103,2024-04-21,Tokyo,Smart Watch,3.0,221.06,"1-1 Akihabara, Chiyoda",663.18,2024,April,4,Q2,21,16,6
J-03106,2024-01-14,Berlin,Gaming Console,5.0,226.66,"Alexanderplatz 5, 10178",1133.3,2024,January,1,Q1,14,2,0
J-03109,2024-03-20,Kathmandu,Wireless Earbuds,5.0,727.8,"Durbar Marg, KTM 44601",3639.0,2024,March,3,Q1,20,12,2
J-03110,2024-03-05,Dubai,Smart Watch,6.0,447.63,"Mall of Emirates, B1-45",2685.78,2024,March,3,Q1,5,10,1
J-03113,2024-03-05,London,Wireless Earbuds,1.0,2283.53,"88 Regent Ave, SW1A 2AA",2283.53,2024,March,3,Q1,5,10,3
J-03114,2024-01-20,Kathmandu,Smart TV,5.0,2192.85,"New Road, Kathmandu 44600",10964.25,2024,January,1,Q1,20,3,2
J-03115,2024-06-19,Sydney,Gaming Console,6.0,145.38,"City Centre, Pitt St Mall",872.28,2024,June,6,Q2,19,25,5
J-03116,2024-07-31,Tokyo,4K Camera,3.0,1256.26,"3-5 Shinjuku, Shinjuku-ku",3768.78,2024,July,7,Q3,31,31,6
J-03117,2024-07-15,Berlin,Gaming Laptop,7.0,2245.99,"Alexanderplatz 5, 10178",15721.93,2024,July,7,Q3,15,29,0
J-03118,2024-10-12,Tokyo,Gaming Console,5.0,1242.43,"3-5 Shinjuku, Shinjuku-ku",6212.15,2024,October,10,Q4,12,41,6
J-03119,2024-09-17,Tokyo,Wireless Earbuds,5.0,691.7,"1-1 Akihabara, Chiyoda",3458.5,2024,September,9,Q3,17,38,6
J-03120,2024-03-13,London,Wireless Earbuds,1.0,2178.48,"12 Oxford St, W1D 1AB",2178.48,2024,March,3,Q1,13,11,3
J-03121,2024-02-07,London,Smart Watch,3.0,477.2,"88 Regent Ave, SW1A 2AA",1431.6,2024,February,2,Q1,7,6,3
J-03122,2024-12-05,Dubai,Smart Watch,4.0,1747.2,"Mall of Emirates, B1-45",6988.8,2024,December,12,Q4,5,49,1
J-03126,2024-02-09,Sydney,Smart TV,7.0,2207.86,"City Centre, Pitt St Mall",15455.02,2024,February,2,Q1,9,6,5
J-03129,2024-04-24,London,Tablet Pro,5.0,475.69,"12 Oxford St, W1D 1AB",2378.45,2024,April,4,Q2,24,17,3
J-03130,2024-12-14,Kathmandu,4K Camera,1.0,2415.27,"New Road, Kathmandu 44600",2415.27,2024,December,12,Q4,14,50,2
J-03131,2024-02-02,London,Smart Watch,3.0,1587.34,"12 Oxford St, W1D 1AB",4762.02,2024,February,2,Q1,2,5,3
J-03133,2024-11-30,Dubai,Smart TV,6.0,1468.4,"Mall of Emirates, B1-45",8810.4,2024,November,11,Q4,30,48,1
J-03134,2024-02-12,Sydney,Wireless Earbuds,7.0,585.8,"88 George St, NSW 2000",4100.6,2024,February,2,Q1,12,7,5
J-03135,2024-12-21,London,4K Camera,5.0,1946.31,"88 Regent Ave, SW1A 2AA",9731.55,2024,December,12,Q4,21,51,3
J-03136,2024-01-22,London,Tablet Pro,3.0,1273.68,"12 Oxford St, W1D 1AB",3821.04,2024,January,1,Q1,22,4,3
J-03137,2024-05-03,Tokyo,Tablet Pro,6.0,239.48,"1-1 Akihabara, Chiyoda",1436.88,2024,May,5,Q2,3,18,6
J-03139,2024-12-17,London,Gaming Laptop,7.0,795.4,"88 Regent Ave, SW1A 2AA",5567.8,2024,December,12,Q4,17,51,3
J-03140,2024-12-07,New York,Gaming Laptop,5.0,2173.3,"200 Broadway, NY 10007",10866.5,2024,December,12,Q4,7,49,4
J-03143,2024-10-22,Dubai,Smart Watch,3.0,356.99,"Dubai Mall, Level 2, S12",1070.97,2024,October,10,Q4,22,43,1
J-03144,2024-05-15,New York,Gaming Console,6.0,1179.32,"200 Broadway, NY 10007",7075.92,2024,May,5,Q2,15,20,4
J-03145,2024-10-04,Dubai,4K Camera,3.0,1675.93,"Mall of Emirates, B1-45",5027.79,2024,October,10,Q4,4,40,1
J-03147,2024-06-06,London,Smart TV,7.0,533.97,"12 Oxford St, W1D 1AB",3737.79,2024,June,6,Q2,6,23,3
J-03149,2024-04-05,New York,4K Camera,6.0,1047.42,"200 Broadway, NY 10007",6284.52,2024,April,4,Q2,5,14,4
J-03152,2024-08-16,Tokyo,Gaming Laptop,7.0,2344.18,"1-1 Akihabara, Chiyoda",16409.26,2024,August,8,Q3,16,33,6
J-03154,2024-08-18,New York,Tablet Pro,5.0,2072.24,"200 Broadway, NY 10007",10361.2,2024,August,8,Q3,18,33,4
J-03155,2024-06-26,Dubai,4K Camera,1.0,2495.98,"Mall of Emirates, B1-45",2495.98,2024,June,6,Q2,26,26,1
J-03156,2024-10-06,Tokyo,Tablet Pro,2.0,93.01,"1-1 Akihabara, Chiyoda",186.02,2024,October,10,Q4,6,40,6
J-03157,2024-05-14,London,Smart Watch,1.0,1481.48,"12 Oxford St, W1D 1AB",1481.48,2024,May,5,Q2,14,20,3
J-03158,2024-09-18,Tokyo,Smart Watch,6.0,2069.72,"3-5 Shinjuku, Shinjuku-ku",12418.32,2024,September,9,Q3,18,38,6
J-03161,2024-11-30,New York,Gaming Console,5.0,423.57,"200 Broadway, NY 10007",2117.85,2024,November,11,Q4,30,48,4
J-03162,2024-05-25,Sydney,Gaming Console,1.0,1448.88,"City Centre, Pitt St Mall",1448.88,2024,May,5,Q2,25,21,5
J-03165,2024-08-08,Berlin,Smart TV,7.0,1719.69,"Kurfurstendamm 22, 10719",12037.83,2024,August,8,Q3,8,32,0
J-03170,2024-09-16,London,Tablet Pro,4.0,845.65,"88 Regent Ave, SW1A 2AA",3382.6,2024,September,9,Q3,16,38,3
J-03172,2024-03-18,Berlin,Smart TV,1.0,2228.56,"Kurfurstendamm 22, 10719",2228.56,2024,March,3,Q1,18,12,0
J-03173,2024-05-19,Berlin,Smart TV,5.0,2194.11,"Kurfurstendamm 22, 10719",10970.55,2024,May,5,Q2,19,20,0
J-03174,2024-11-06,Dubai,4K Camera,5.0,1086.66,"Dubai Mall, Level 2, S12",5433.3,2024,November,11,Q4,6,45,1
J-03177,2024-01-30,Berlin,Smart Watch,7.0,628.92,"Kurfurstendamm 22, 10719",4402.44,2024,January,1,Q1,30,5,0
J-03178,2024-02-21,Dubai,Gaming Console,4.0,2087.88,"Mall of Emirates, B1-45",8351.52,2024,February,2,Q1,21,8,1
J-03180,2024-06-19,New York,Smart Watch,6.0,1591.66,"350 5th Ave, NY 10118",9549.96,2024,June,6,Q2,19,25,4
J-03181,2024-09-10,Sydney,Tablet Pro,7.0,2032.48,"City Centre, Pitt St Mall",14227.36,2024,September,9,Q3,10,37,5
J-03182,2024-06-15,New York,Smart TV,6.0,508.24,"200 Broadway, NY 10007",3049.44,2024,June,6,Q2,15,24,4
J-03184,2024-10-25,Berlin,Gaming Laptop,7.0,418.18,"Alexanderplatz 5, 10178",2927.26,2024,October,10,Q4,25,43,0
J-03185,2024-05-25,Tokyo,Smart TV,2.0,577.36,"1-1 Akihabara, Chiyoda",1154.72,2024,May,5,Q2,25,21,6
J-03187,2024-12-14,New York,Gaming Console,1.0,852.14,"350 5th Ave, NY 10118",852.14,2024,December,12,Q4,14,50,4
J-03188,2024-01-29,Sydney,Wireless Earbuds,1.0,1487.94,"City Centre, Pitt St Mall",1487.94,2024,January,1,Q1,29,5,5
J-03189,2024-10-09,Dubai,Smart TV,5.0,202.85,"Mall of Emirates, B1-45",1014.25,2024,October,10,Q4,9,41,1
J-03190,2024-04-17,Tokyo,4K Camera,3.0,2190.83,"3-5 Shinjuku, Shinjuku-ku",6572.49,2024,April,4,Q2,17,16,6
J-03194,2024-10-01,Berlin,Smart Watch,5.0,1664.49,"Kurfurstendamm 22, 10719",8322.45,2024,October,10,Q4,1,40,0
J-03196,2024-06-14,New York,Smart TV,7.0,2044.04,"200 Broadway, NY 10007",14308.28,2024,June,6,Q2,14,24,4
J-03197,2024-06-09,Kathmandu,Gaming Laptop,2.0,2293.4,"New Road, Kathmandu 44600",4586.8,2024,June,6,Q2,9,23,2
J-03202,2024-10-19,New York,Wireless Earbuds,5.0,990.28,"350 5th Ave, NY 10118",4951.4,2024,October,10,Q4,19,42,4
J-03203,2024-09-02,New York,4K Camera,5.0,2073.05,"200 Broadway, NY 10007",10365.25,2024,September,9,Q3,2,36,4
J-03204,2024-08-01,London,Tablet Pro,3.0,83.09,"88 Regent Ave, SW1A 2AA",249.27,2024,August,8,Q3,1,31,3
J-03205,2024-05-12,Sydney,Wireless Earbuds,5.0,1890.4,"City Centre, Pitt St Mall",9452.0,2024,May,5,Q2,12,19,5
J-03207,2024-09-20,Tokyo,Smart Watch,3.0,286.67,"3-5 Shinjuku, Shinjuku-ku",860.01,2024,September,9,Q3,20,38,6
J-03209,2024-02-01,New York,Wireless Earbuds,6.0,1156.09,"350 5th Ave, NY 10118",6936.54,2024,February,2,Q1,1,5,4
J-03210,2024-08-15,Kathmandu,Tablet Pro,5.0,187.42,"New Road, Kathmandu 44600",937.1,2024,August,8,Q3,15,33,2
J-03212,2024-12-03,Sydney,Wireless Earbuds,3.0,2427.41,"88 George St, NSW 2000",7282.23,2024,December,12,Q4,3,49,5
J-03213,2024-08-11,Berlin,Gaming Console,3.0,359.42,"Kurfurstendamm 22, 10719",1078.26,2024,August,8,Q3,11,32,0
J-03214,2024-10-01,Dubai,Smart TV,3.0,935.03,"Dubai Mall, Level 2, S12",2805.09,2024,October,10,Q4,1,40,1
J-03215,2024-05-30,Sydney,Gaming Laptop,7.0,2238.68,"88 George St, NSW 2000",15670.76,2024,May,5,Q2,30,22,5
J-03218,2024-06-23,London,Smart TV,7.0,1154.49,"12 Oxford St, W1D 1AB",8081.43,2024,June,6,Q2,23,25,3
J-03219,2024-08-03,Kathmandu,4K Camera,6.0,431.06,"New Road, Kathmandu 44600",2586.36,2024,August,8,Q3,3,31,2
J-03225,2024-07-31,Sydney,Gaming Laptop,2.0,2431.69,"City Centre, Pitt St Mall",4863.38,2024,July,7,Q3,31,31,5
J-03227,2024-12-24,New York,4K Camera,2.0,467.78,"350 5th Ave, NY 10118",935.56,2024,December,12,Q4,24,52,4
J-03228,2024-01-01,New York,Smart TV,7.0,1696.56,"200 Broadway, NY 10007",11875.92,2024,January,1,Q1,1,1,4
J-03229,2024-10-14,Dubai,Gaming Console,7.0,2212.41,"Mall of Emirates, B1-45",15486.87,2024,October,10,Q4,14,42,1
J-03230,2024-09-20,London,Smart TV,5.0,2017.33,"12 Oxford St, W1D 1AB",10086.65,2024,September,9,Q3,20,38,3
J-03235,2024-07-26,London,Tablet Pro,5.0,1192.47,"12 Oxford St, W1D 1AB",5962.35,2024,July,7,Q3,26,30,3
J-03236,2024-01-24,Dubai,Wireless Earbuds,3.0,255.09,"Dubai Mall, Level 2, S12",765.27,2024,January,1,Q1,24,4,1
J-03237,2024-05-13,Tokyo,Gaming Console,3.0,1105.72,"1-1 Akihabara, Chiyoda",3317.16,2024,May,5,Q2,13,20,6
J-03239,2024-08-02,New York,Smart TV,3.0,759.05,"350 5th Ave, NY 10118",2277.15,2024,August,8,Q3,2,31,4
J-03240,2024-08-09,Sydney,Gaming Console,4.0,96.19,"88 George St, NSW 2000",384.76,2024,August,8,Q3,9,32,5
J-03241,2024-02-05,New York,Tablet Pro,3.0,1221.64,"350 5th Ave, NY 10118",3664.92,2024,February,2,Q1,5,6,4
J-03244,2024-02-04,Kathmandu,Gaming Console,5.0,808.37,"Durbar Marg, KTM 44601",4041.85,2024,February,2,Q1,4,5,2
J-03248,2024-01-06,Sydney,Wireless Earbuds,7.0,685.22,"City Centre, Pitt St Mall",4796.54,2024,January,1,Q1,6,1,5
J-03249,2024-04-15,Sydney,Tablet Pro,1.0,1119.75,"88 George St, NSW 2000",1119.75,2024,April,4,Q2,15,16,5
J-03250,2024-08-30,Tokyo,Tablet Pro,7.0,2345.07,"1-1 Akihabara, Chiyoda",16415.49,2024,August,8,Q3,30,35,6
J-03251,2024-04-03,Kathmandu,4K Camera,7.0,2178.7,"Durbar Marg, KTM 44601",15250.9,2024,April,4,Q2,3,14,2
J-03252,2024-11-29,London,Wireless Earbuds,5.0,2415.97,"88 Regent Ave, SW1A 2AA",12079.85,2024,November,11,Q4,29,48,3
J-03253,2024-03-09,Dubai,Wireless Earbuds,6.0,78.91,"Mall of Emirates, B1-45",473.46,2024,March,3,Q1,9,10,1
J-03254,2024-09-11,New York,Wireless Earbuds,3.0,416.74,"200 Broadway, NY 10007",1250.22,2024,September,9,Q3,11,37,4
J-03255,2024-03-02,Tokyo,Smart Watch,4.0,1053.78,"3-5 Shinjuku, Shinjuku-ku",4215.12,2024,March,3,Q1,2,9,6
J-03256,2024-08-01,London,Tablet Pro,4.0,1791.98,"12 Oxford St, W1D 1AB",7167.92,2024,August,8,Q3,1,31,3
J-03257,2024-03-10,Berlin,4K Camera,6.0,1576.49,"Kurfurstendamm 22, 10719",9458.94,2024,March,3,Q1,10,10,0
J-03260,2024-10-02,London,Gaming Laptop,6.0,1797.11,"88 Regent Ave, SW1A 2AA",10782.66,2024,October,10,Q4,2,40,3
J-03262,2024-05-02,Sydney,Gaming Console,3.0,1658.91,"88 George St, NSW 2000",4976.73,2024,May,5,Q2,2,18,5
J-03263,2024-11-11,Dubai,Smart Watch,1.0,322.67,"Dubai Mall, Level 2, S12",322.67,2024,November,11,Q4,11,46,1
J-03265,2024-05-25,Tokyo,Gaming Laptop,7.0,1730.94,"3-5 Shinjuku, Shinjuku-ku",12116.58,2024,May,5,Q2,25,21,6
J-03269,2024-02-02,Kathmandu,Smart TV,2.0,1065.21,"New Road, Kathmandu 44600",2130.42,2024,February,2,Q1,2,5,2
J-03270,2024-11-19,Tokyo,Smart Watch,6.0,557.5,"1-1 Akihabara, Chiyoda",3345.0,2024,November,11,Q4,19,47,6
J-03271,2024-04-03,Kathmandu,Tablet Pro,7.0,2414.82,"New Road, Kathmandu 44600",16903.74,2024,April,4,Q2,3,14,2
J-03272,2024-05-30,London,Smart Watch,3.0,2349.47,"12 Oxford St, W1D 1AB",7048.41,2024,May,5,Q2,30,22,3
J-03279,2024-11-16,Tokyo,Smart Watch,3.0,365.84,"1-1 Akihabara, Chiyoda",1097.52,2024,November,11,Q4,16,46,6
J-03280,2024-02-23,Kathmandu,Smart Watch,7.0,1321.34,"Durbar Marg, KTM 44601",9249.38,2024,February,2,Q1,23,8,2
J-03281,2024-02-28,New York,Smart TV,1.0,410.0,"200 Broadway, NY 10007",410.0,2024,February,2,Q1,28,9,4
J-03283,2024-06-04,London,Tablet Pro,2.0,2404.19,"88 Regent Ave, SW1A 2AA",4808.38,2024,June,6,Q2,4,23,3
J-03286,2024-03-02,Berlin,Smart Watch,4.0,2470.64,"Alexanderplatz 5, 10178",9882.56,2024,March,3,Q1,2,9,0
J-03287,2024-06-08,Berlin,Gaming Console,3.0,2018.89,"Alexanderplatz 5, 10178",6056.67,2024,June,6,Q2,8,23,0
J-03290,2024-11-11,New York,Gaming Laptop,5.0,600.88,"350 5th Ave, NY 10118",3004.4,2024,November,11,Q4,11,46,4
J-03293,2024-12-06,Dubai,Gaming Console,2.0,2326.54,"Dubai Mall, Level 2, S12",4653.08,2024,December,12,Q4,6,49,1
J-03294,2024-06-04,Berlin,Smart Watch,4.0,1465.54,"Alexanderplatz 5, 10178",5862.16,2024,June,6,Q2,4,23,0
J-03295,2024-04-24,New York,Tablet Pro,4.0,974.44,"350 5th Ave, NY 10118",3897.76,2024,April,4,Q2,24,17,4
J-03298,2024-10-13,Tokyo,Gaming Console,4.0,2214.15,"3-5 Shinjuku, Shinjuku-ku",8856.6,2024,October,10,Q4,13,41,6
J-03299,2024-04-27,Sydney,Smart TV,1.0,1138.74,"88 George St, NSW 2000",1138.74,2024,April,4,Q2,27,17,5
J-03300,2024-06-01,Dubai,Tablet Pro,5.0,2231.17,"Dubai Mall, Level 2, S12",11155.85,2024,June,6,Q2,1,22,1
J-03301,2024-01-02,Tokyo,Tablet Pro,7.0,2281.55,"1-1 Akihabara, Chiyoda",15970.85,2024,January,1,Q1,2,1,6
J-03307,2024-05-21,Tokyo,Smart Watch,6.0,389.11,"1-1 Akihabara, Chiyoda",2334.66,2024,May,5,Q2,21,21,6
J-03308,2024-07-11,Tokyo,Smart TV,3.0,1388.06,"3-5 Shinjuku, Shinjuku-ku",4164.18,2024,July,7,Q3,11,28,6
J-03309,2024-06-20,Dubai,Gaming Laptop,1.0,1043.26,"Mall of Emirates, B1-45",1043.26,2024,June,6,Q2,20,25,1
J-03310,2024-09-30,Tokyo,Gaming Console,7.0,2010.84,"3-5 Shinjuku, Shinjuku-ku",14075.88,2024,September,9,Q3,30,40,6
J-03311,2024-02-20,Tokyo,Smart TV,5.0,598.02,"3-5 Shinjuku, Shinjuku-ku",2990.1,2024,February,2,Q1,20,8,6
J-03312,2024-02-08,Dubai,Smart TV,1.0,1864.02,"Dubai Mall, Level 2, S12",1864.02,2024,February,2,Q1,8,6,1
J-03313,2024-01-07,London,Smart TV,4.0,1783.77,"12 Oxford St, W1D 1AB",7135.08,2024,January,1,Q1,7,1,3
J-03318,2024-06-11,Kathmandu,Wireless Earbuds,1.0,1759.55,"New Road, Kathmandu 44600",1759.55,2024,June,6,Q2,11,24,2
J-03321,2024-05-30,Berlin,4K Camera,5.0,1656.77,"Alexanderplatz 5, 10178",8283.85,2024,May,5,Q2,30,22,0
J-03322,2024-12-30,Kathmandu,Smart Watch,6.0,2211.27,"New Road, Kathmandu 44600",13267.62,2024,December,12,Q4,30,1,2
J-03323,2024-08-18,London,Wireless Earbuds,6.0,1178.71,"88 Regent Ave, SW1A 2AA",7072.26,2024,August,8,Q3,18,33,3
J-03325,2024-09-23,New York,Gaming Console,2.0,1927.67,"350 5th Ave, NY 10118",3855.34,2024,September,9,Q3,23,39,4
J-03327,2024-07-10,New York,Smart Watch,1.0,618.25,"350 5th Ave, NY 10118",618.25,2024,July,7,Q3,10,28,4
J-03329,2024-11-30,Kathmandu,4K Camera,3.0,235.27,"New Road, Kathmandu 44600",705.81,2024,November,11,Q4,30,48,2
J-03331,2024-03-23,Sydney,Wireless Earbuds,4.0,630.22,"88 George St, NSW 2000",2520.88,2024,March,3,Q1,23,12,5
J-03334,2024-06-21,London,4K Camera,5.0,1934.4,"12 Oxford St, W1D 1AB",9672.0,2024,June,6,Q2,21,25,3
J-03336,2024-06-21,Berlin,Gaming Laptop,2.0,2122.54,"Kurfurstendamm 22, 10719",4245.08,2024,June,6,Q2,21,25,0
J-03337,2024-05-03,New York,Smart TV,4.0,1880.73,"350 5th Ave, NY 10118",7522.92,2024,May,5,Q2,3,18,4
J-03339,2024-03-11,Kathmandu,Gaming Console,1.0,1010.2,"New Road, Kathmandu 44600",1010.2,2024,March,3,Q1,11,11,2
J-03340,2024-11-23,London,Smart TV,4.0,637.09,"88 Regent Ave, SW1A 2AA",2548.36,2024,November,11,Q4,23,47,3
J-03343,2024-05-01,Kathmandu,Gaming Laptop,2.0,1764.0,"Durbar Marg, KTM 44601",3528.0,2024,May,5,Q2,1,18,2
J-03344,2024-09-26,Dubai,Gaming Laptop,4.0,2098.85,"Dubai Mall, Level 2, S12",8395.4,2024,September,9,Q3,26,39,1
J-03346,2024-11-12,Kathmandu,Smart TV,4.0,2496.86,"New Road, Kathmandu 44600",9987.44,2024,November,11,Q4,12,46,2
J-03347,2024-03-30,Kathmandu,Gaming Laptop,5.0,1688.88,"New Road, Kathmandu 44600",8444.4,2024,March,3,Q1,30,13,2
J-03348,2024-07-14,New York,Tablet Pro,6.0,2431.43,"350 5th Ave, NY 10118",14588.58,2024,July,7,Q3,14,28,4
J-03349,2024-02-14,New York,Smart Watch,7.0,107.37,"350 5th Ave, NY 10118",751.59,2024,February,2,Q1,14,7,4
J-03351,2024-04-26,London,Smart TV,5.0,1453.49,"12 Oxford St, W1D 1AB",7267.45,2024,April,4,Q2,26,17,3
