LOG_ID,EVENT_DATE,CITY,STORE_ADDRESS,PRODUCT,UNITS_SOLD,UNIT_PRICE
C-02897,07/02/2024,Dubai,"Mall of Emirates, B1-45",Wireless Earbuds,1,1856.22
C-02898,05/02/2024,New York,"200 Broadway, NY 10007",4K Camera,8,1316.14
C-02899,18/05/2024,Dubai,"Mall of Emirates, B1-45",Gaming Laptop,9,236.33
C-02900,10/04/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart TV,MISSING,527.26
C-02901,19/10/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Console,7,2102.2
C-02902,29/04/2024,London,"88 Regent Ave, SW1A 2AA",Tablet Pro,7,2224.04
C-02903,27/05/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Laptop,9,283.59
C-02904,09/12/2024,Tokyo,"1-1 Akihabara, Chiyoda",Tablet Pro,1,2101.75
C-02905,04/02/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart TV,2,13.21
C-02906,08/02/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Laptop,8,-146.61
C-02907,27/11/2024,Berlin,"Alexanderplatz 5, 10178",Smart Watch,6,1649.8
C-02908,30/12/2024,Dubai,"Mall of Emirates, B1-45",Tablet Pro,7,1536.73
C-02909,21/04/2024,London,"12 Oxford St, W1D 1AB",Wireless Earbuds,4,130.49
C-02910,09/11/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart Watch,1,1573.07
C-02911,23/09/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Laptop,2,1835.73
C-02912,10/07/2024,New York,"200 Broadway, NY 10007",4K Camera,2,2513.86
C-02913,07/03/2024,Tokyo,"1-1 Akihabara, Chiyoda",4K Camera,7,2819.06
C-02914,08/06/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Laptop,3,-8.04
C-02915,08/03/2024,Kathmandu,"New Road, Kathmandu 44600",Smart TV,1,2915.97
C-02916,17/11/2024,Dubai,"Dubai Mall, Level 2, S12",Tablet Pro,2,205.33
C-02917,16/04/2024,Dubai,"Mall of Emirates, B1-45",Smart Watch,4,780.11
C-02918,31/01/2024,Dubai,"Mall of Emirates, B1-45",Gaming Laptop,MISSING,67.23
C-02919,24/10/2024,Sydney,"City Centre, Pitt St Mall",4K Camera,3,-83.1
C-02920,25/04/2024,Sydney,"88 George St, NSW 2000",Tablet Pro,4,2652.73
C-02921,08/03/2024,Sydney,"88 George St, NSW 2000",Smart TV,2,248.29
C-02922,25/02/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Gaming Laptop,3,2048.37
C-02923,21/02/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Console,1,59.06
C-02924,31/10/2024,Kathmandu,"Durbar Marg, KTM 44601",Wireless Earbuds,9,46.51
C-02925,09/03/2024,New York,"200 Broadway, NY 10007",Smart TV,7,2834.26
C-02926,02/03/2024,Sydney,"88 George St, NSW 2000",Wireless Earbuds,3,1764.54
C-02927,26/01/2024,New York,"200 Broadway, NY 10007",Tablet Pro,8,41.12
C-02928,29/04/2024,Dubai,"Mall of Emirates, B1-45",Smart Watch,6,2451.74
C-02929,12/02/2024,New York,"200 Broadway, NY 10007",Tablet Pro,1,-170.81
C-02930,11/05/2024,New York,"200 Broadway, NY 10007",Tablet Pro,4,1779.16
C-02931,10/03/2024,Sydney,"City Centre, Pitt St Mall",4K Camera,3,2339.1
C-02932,12/02/2024,London,"88 Regent Ave, SW1A 2AA",Smart Watch,QTY_ERR,2172.23
C-02933,17/12/2024,Dubai,"Mall of Emirates, B1-45",Smart TV,7,682.31
C-02934,26/02/2024,Sydney,"City Centre, Pitt St Mall",Smart Watch,1,1097.1
C-02935,04/07/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Laptop,MISSING,-173.59
C-02936,29/07/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Console,2,1328.56
C-02937,04/04/2024,New York,"200 Broadway, NY 10007",4K Camera,8,96.24
C-02938,08/12/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Laptop,1,2262.94
C-02939,23/07/2024,Kathmandu,"Durbar Marg, KTM 44601",Tablet Pro,QTY_ERR,-221.26
C-02940,18/09/2024,Kathmandu,"Durbar Marg, KTM 44601",4K Camera,9,-73.71
C-02941,04/06/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Laptop,9,834.01
C-02942,25/11/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart TV,7,997.79
C-02943,21/07/2024,Dubai,"Mall of Emirates, B1-45",Tablet Pro,7,941.25
C-02944,02/12/2024,London,"12 Oxford St, W1D 1AB",4K Camera,7,647.15
C-02945,14/02/2024,London,"88 Regent Ave, SW1A 2AA",Smart Watch,6,657.35
C-02946,03/11/2024,Sydney,"City Centre, Pitt St Mall",Smart TV,4,314.68
C-02947,13/07/2024,Dubai,"Mall of Emirates, B1-45",4K Camera,2,2074.53
C-02948,17/06/2024,Dubai,"Mall of Emirates, B1-45",Tablet Pro,3,2492.21
C-02949,26/05/2024,Dubai,"Dubai Mall, Level 2, S12",Tablet Pro,7,1237.99
C-02950,18/10/2024,Kathmandu,"Durbar Marg, KTM 44601",Tablet Pro,2,1062.33
C-02951,29/08/2024,Dubai,"Dubai Mall, Level 2, S12",Wireless Earbuds,5,1733.95
C-02952,15/12/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Wireless Earbuds,8,911.63
C-02953,14/11/2024,Sydney,"City Centre, Pitt St Mall",Gaming Laptop,6,776.62
C-02954,17/07/2024,Dubai,"Dubai Mall, Level 2, S12",Smart TV,1,1196.67
C-02955,19/06/2024,Sydney,"88 George St, NSW 2000",Tablet Pro,2,2700.42
C-02956,25/12/2024,New York,"350 5th Ave, NY 10118",Smart Watch,7,427.29
C-02957,03/10/2024,New York,"200 Broadway, NY 10007",Wireless Earbuds,5,-90.56
C-02958,02/09/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart TV,7,859.1
C-02959,17/06/2024,London,"12 Oxford St, W1D 1AB",4K Camera,8,1265.67
C-02960,02/07/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart Watch,9,2475.75
C-02961,27/12/2024,Berlin,"Kurfurstendamm 22, 10719",Wireless Earbuds,4,164.77
C-02962,27/05/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart TV,8,1692.46
C-02963,07/05/2024,Berlin,"Alexanderplatz 5, 10178",Wireless Earbuds,6,554.87
C-02964,07/06/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Console,6,-4.29
C-02965,26/08/2024,Sydney,"88 George St, NSW 2000",Gaming Laptop,8,2529.52
C-02966,23/12/2024,Berlin,"Alexanderplatz 5, 10178",4K Camera,2,244.59
C-02967,07/01/2024,Dubai,"Mall of Emirates, B1-45",Wireless Earbuds,7,1282.22
C-02968,11/10/2024,Dubai,"Mall of Emirates, B1-45",Smart TV,6,1507.47
C-02969,25/11/2024,Dubai,"Mall of Emirates, B1-45",Tablet Pro,5,1638.66
C-02970,15/03/2024,Sydney,"88 George St, NSW 2000",Gaming Console,MISSING,833.38
C-02971,14/04/2024,Berlin,"Kurfurstendamm 22, 10719",Tablet Pro,2,1839.03
C-02972,29/05/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Console,6,2123.36
C-02973,13/07/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Laptop,1,220.74
C-02974,17/09/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Laptop,4,2413.97
C-02975,03/06/2024,Sydney,"City Centre, Pitt St Mall",Wireless Earbuds,3,423.59
C-02976,29/01/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart Watch,1,-113.14
C-02977,22/10/2024,Dubai,"Mall of Emirates, B1-45",Smart Watch,5,2586.45
C-02978,12/05/2024,New York,"350 5th Ave, NY 10118",Smart TV,1,1782.73
C-02979,29/03/2024,Dubai,"Dubai Mall, Level 2, S12",Wireless Earbuds,2,-113.04
C-02980,21/09/2024,Berlin,"Kurfurstendamm 22, 10719",Smart TV,2,2089.31
C-02981,23/08/2024,Berlin,"Kurfurstendamm 22, 10719",Smart TV,2,2438.34
C-02982,11/12/2024,Dubai,"Mall of Emirates, B1-45",Smart TV,2,286.45
C-02983,21/04/2024,Dubai,"Dubai Mall, Level 2, S12",4K Camera,6,2035.48
C-02984,30/05/2024,Dubai,"Mall of Emirates, B1-45",Wireless Earbuds,1,648.05
C-02985,12/06/2024,Dubai,"Mall of Emirates, B1-45",Tablet Pro,4,370.54
C-02986,01/03/2024,Kathmandu,"Durbar Marg, KTM 44601",4K Camera,7,2976.35
C-02987,27/04/2024,Berlin,"Kurfurstendamm 22, 10719",Tablet Pro,8,2687.46
C-02988,08/12/2024,New York,"200 Broadway, NY 10007",Gaming Laptop,8,712.05
C-02989,19/07/2024,Tokyo,"1-1 Akihabara, Chiyoda",4K Camera,1,333.54
C-02990,07/09/2024,London,"88 Regent Ave, SW1A 2AA",Wireless Earbuds,7,-297.71
C-02991,01/07/2024,Dubai,"Dubai Mall, Level 2, S12",Smart Watch,4,916.39
C-02992,13/10/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Console,8,1623.36
C-02993,11/04/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Laptop,2,666.72
C-02994,25/10/2024,Berlin,"Kurfurstendamm 22, 10719",4K Camera,1,2523.87
C-02995,09/10/2024,Sydney,"City Centre, Pitt St Mall",Smart TV,5,655.61
C-02996,06/07/2024,Sydney,"City Centre, Pitt St Mall",Smart Watch,7,1179.95
C-02997,06/12/2024,Sydney,"City Centre, Pitt St Mall",4K Camera,7,2136.15
C-02998,18/02/2024,Berlin,"Alexanderplatz 5, 10178",Smart Watch,1,2088.19
C-02999,09/08/2024,Sydney,"City Centre, Pitt St Mall",Gaming Laptop,4,701.94
C-03000,29/02/2024,Dubai,"Mall of Emirates, B1-45",Smart TV,1,1226.68
C-03001,03/10/2024,London,"12 Oxford St, W1D 1AB",Smart Watch,2,762.22
C-03002,21/01/2024,London,"12 Oxford St, W1D 1AB",4K Camera,5,74.53
C-03003,30/05/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Wireless Earbuds,7,603.45
C-03004,10/08/2024,Tokyo,"1-1 Akihabara, Chiyoda",4K Camera,7,198.64
C-03005,05/06/2024,London,"88 Regent Ave, SW1A 2AA",4K Camera,1,1134.24
C-03006,30/06/2024,London,"88 Regent Ave, SW1A 2AA",4K Camera,5,-286.07
C-03007,25/08/2024,London,"12 Oxford St, W1D 1AB",4K Camera,7,479.55
C-03008,01/06/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart Watch,2,1162.61
C-03009,20/07/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Console,4,2887.92
C-03010,24/01/2024,Sydney,"City Centre, Pitt St Mall",Smart Watch,1,1605.13
C-03011,28/07/2024,Kathmandu,"New Road, Kathmandu 44600",Smart Watch,9,365.55
C-03012,03/07/2024,Kathmandu,"Durbar Marg, KTM 44601",Tablet Pro,7,1844.07
C-03013,15/05/2024,London,"88 Regent Ave, SW1A 2AA",4K Camera,4,1674.47
C-03014,20/12/2024,Sydney,"City Centre, Pitt St Mall",Wireless Earbuds,6,2726.09
C-03015,10/12/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Laptop,1,2698.78
C-03016,04/12/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart Watch,5,-231.28
C-03017,18/02/2024,London,"12 Oxford St, W1D 1AB",Gaming Laptop,5,157.38
C-03018,26/05/2024,Berlin,"Kurfurstendamm 22, 10719",Smart Watch,6,-18.24
C-03019,26/05/2024,Sydney,"88 George St, NSW 2000",Tablet Pro,7,1300.34
C-03020,20/12/2024,Dubai,"Dubai Mall, Level 2, S12",4K Camera,8,1680.15
C-03021,15/05/2024,Dubai,"Mall of Emirates, B1-45",Smart TV,8,2586.34
C-03022,16/01/2024,London,"88 Regent Ave, SW1A 2AA",Smart TV,6,154.32
C-03023,29/08/2024,Sydney,"88 George St, NSW 2000",Smart TV,4,1104.79
C-03024,15/05/2024,New York,"350 5th Ave, NY 10118",Gaming Console,5,1456.34
C-03025,16/06/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Laptop,7,-101.08
C-03026,21/11/2024,New York,"350 5th Ave, NY 10118",Gaming Laptop,1,1288.43
C-03027,06/09/2024,Berlin,"Kurfurstendamm 22, 10719",Tablet Pro,8,1764.05
C-03028,11/03/2024,London,"12 Oxford St, W1D 1AB",4K Camera,2,2162.87
C-03029,20/06/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart Watch,6,1142.1
C-03030,08/05/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Gaming Console,5,328.67
C-03031,26/01/2024,Dubai,"Dubai Mall, Level 2, S12",Smart TV,5,1007.04
C-03032,16/07/2024,Tokyo,"1-1 Akihabara, Chiyoda",Tablet Pro,3,2062.99
C-03033,05/12/2024,Berlin,"Alexanderplatz 5, 10178",4K Camera,4,1204.09
C-03034,16/02/2024,Sydney,"88 George St, NSW 2000",Gaming Console,7,2815.18
C-03035,31/05/2024,Sydney,"88 George St, NSW 2000",Smart Watch,8,2374.28
C-03036,14/10/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",4K Camera,3,777.54
C-03037,08/06/2024,Sydney,"City Centre, Pitt St Mall",4K Camera,8,2446.32
C-03038,06/07/2024,London,"12 Oxford St, W1D 1AB",Tablet Pro,5,864.97
C-03039,13/10/2024,Kathmandu,"New Road, Kathmandu 44600",Smart Watch,7,1387.44
C-03040,29/12/2024,New York,"350 5th Ave, NY 10118",4K Camera,7,668.08
C-03041,05/05/2024,Dubai,"Dubai Mall, Level 2, S12",Smart Watch,3,228.21
C-03042,28/06/2024,Dubai,"Mall of Emirates, B1-45",Smart TV,QTY_ERR,2804.88
C-03043,30/10/2024,Berlin,"Kurfurstendamm 22, 10719",Smart TV,6,1333.99
C-03044,21/08/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart TV,QTY_ERR,631.68
C-03045,22/05/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Console,6,1007.1
C-03046,15/12/2024,Dubai,"Dubai Mall, Level 2, S12",Tablet Pro,1,1139.21
C-03047,08/04/2024,Sydney,"88 George St, NSW 2000",Smart Watch,4,398.92
C-03048,10/03/2024,Kathmandu,"New Road, Kathmandu 44600",Smart Watch,6,1821.46
C-03049,15/06/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Laptop,4,2728.41
C-03050,16/08/2024,Kathmandu,"Durbar Marg, KTM 44601",Wireless Earbuds,5,2240.55
C-03051,07/12/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Console,1,70.14
C-03052,16/10/2024,London,"88 Regent Ave, SW1A 2AA",Smart TV,2,958.74
C-03053,18/03/2024,New York,"350 5th Ave, NY 10118",Wireless Earbuds,8,1157.73
C-03054,10/05/2024,Kathmandu,"Durbar Marg, KTM 44601",Wireless Earbuds,5,2624.73
C-03055,27/10/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart Watch,6,-185.73
C-03056,20/02/2024,New York,"200 Broadway, NY 10007",Wireless Earbuds,9,2225.17
C-03057,28/07/2024,Sydney,"City Centre, Pitt St Mall",Smart TV,7,2139.69
C-03058,07/10/2024,Dubai,"Mall of Emirates, B1-45",Gaming Console,1,2692.52
C-03059,10/05/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Console,5,2956.12
C-03060,02/10/2024,Berlin,"Alexanderplatz 5, 10178",Tablet Pro,3,2156.83
C-03061,24/03/2024,London,"12 Oxford St, W1D 1AB",Gaming Console,8,2124.16
C-03062,15/02/2024,New York,"350 5th Ave, NY 10118",Smart Watch,7,138.16
C-03063,13/11/2024,London,"88 Regent Ave, SW1A 2AA",Tablet Pro,MISSING,2848.57
C-03064,18/07/2024,Dubai,"Dubai Mall, Level 2, S12",Smart Watch,8,238.8
C-03065,26/12/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Wireless Earbuds,8,1219.38
C-03066,13/11/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart Watch,2,-235.4
C-03067,14/04/2024,London,"12 Oxford St, W1D 1AB",Wireless Earbuds,QTY_ERR,845.94
C-03068,13/08/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Laptop,9,607.75
C-03069,17/03/2024,Kathmandu,"Durbar Marg, KTM 44601",Wireless Earbuds,8,2850.85
C-03070,20/01/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",4K Camera,2,1319.0
C-03071,21/08/2024,Dubai,"Dubai Mall, Level 2, S12",Smart TV,1,1382.88
C-03072,25/06/2024,Sydney,"City Centre, Pitt St Mall",Smart Watch,5,1951.28
C-03073,10/12/2024,Kathmandu,"New Road, Kathmandu 44600",4K Camera,5,879.6
C-03074,13/06/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Tablet Pro,8,1543.71
C-03075,29/09/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Console,8,1399.33
C-03076,29/11/2024,Berlin,"Alexanderplatz 5, 10178",Tablet Pro,2,44.61
C-03077,22/02/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Console,8,600.79
C-03078,22/08/2024,London,"12 Oxford St, W1D 1AB",Wireless Earbuds,3,958.82
C-03079,18/08/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Console,5,2060.85
C-03080,10/04/2024,Sydney,"88 George St, NSW 2000",Tablet Pro,5,1091.3
C-03081,28/01/2024,Dubai,"Dubai Mall, Level 2, S12",Smart TV,7,1069.73
C-03082,20/05/2024,London,"12 Oxford St, W1D 1AB",Wireless Earbuds,5,2271.1
C-03083,28/07/2024,Kathmandu,"Durbar Marg, KTM 44601",Wireless Earbuds,7,667.29
C-03084,01/07/2024,Sydney,"88 George St, NSW 2000",Gaming Console,1,1700.62
C-03085,24/05/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Laptop,5,950.98
C-03086,30/03/2024,Dubai,"Dubai Mall, Level 2, S12",Wireless Earbuds,6,477.87
C-03087,05/06/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart Watch,4,1887.95
C-03088,22/12/2024,New York,"350 5th Ave, NY 10118",Smart TV,2,1940.19
C-03089,29/05/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Console,4,1281.52
C-03090,11/11/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart Watch,2,2979.47
C-03091,24/12/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart Watch,4,-53.23
C-03092,14/08/2024,Berlin,"Kurfurstendamm 22, 10719",Smart TV,5,387.93
C-03093,11/11/2024,Sydney,"City Centre, Pitt St Mall",Gaming Console,1,208.43
C-03094,10/09/2024,New York,"350 5th Ave, NY 10118",Tablet Pro,4,1920.85
C-03095,29/03/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart Watch,1,2131.61
C-03096,26/08/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Console,4,2078.42
C-03097,08/10/2024,London,"12 Oxford St, W1D 1AB",Smart TV,6,1044.02
C-03098,19/09/2024,Berlin,"Kurfurstendamm 22, 10719",Smart Watch,5,549.02
C-03099,30/06/2024,Sydney,"88 George St, NSW 2000",Gaming Laptop,4,781.53
C-03100,24/05/2024,London,"12 Oxford St, W1D 1AB",Tablet Pro,9,1007.58
C-03101,14/04/2024,New York,"350 5th Ave, NY 10118",4K Camera,7,12.96
C-03102,21/02/2024,Kathmandu,"Durbar Marg, KTM 44601",Wireless Earbuds,5,594.8
C-03103,07/06/2024,New York,"350 5th Ave, NY 10118",Smart Watch,2,1102.91
C-03104,13/07/2024,London,"12 Oxford St, W1D 1AB",Wireless Earbuds,9,1588.7
C-03105,19/02/2024,New York,"200 Broadway, NY 10007",Gaming Laptop,4,-197.65
C-03106,04/10/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",4K Camera,5,2955.0
C-03107,30/12/2024,Berlin,"Alexanderplatz 5, 10178",Smart TV,6,1443.36
C-03108,06/09/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart TV,6,436.68
C-03109,10/06/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Laptop,1,42.06
C-03110,01/05/2024,New York,"200 Broadway, NY 10007",Gaming Laptop,6,2593.52
C-03111,11/06/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart Watch,4,1425.47
C-03112,04/12/2024,Sydney,"City Centre, Pitt St Mall",Gaming Console,6,1652.1
C-03113,29/01/2024,Tokyo,"1-1 Akihabara, Chiyoda",Wireless Earbuds,3,2923.29
C-03114,06/07/2024,Sydney,"88 George St, NSW 2000",Smart TV,4,-4.72
C-03115,05/07/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart TV,8,1052.74
C-03116,26/05/2024,Dubai,"Dubai Mall, Level 2, S12",Smart TV,6,671.32
C-03117,30/01/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Laptop,3,2557.9
C-03118,01/06/2024,London,"88 Regent Ave, SW1A 2AA",4K Camera,9,1658.77
C-03119,11/08/2024,Kathmandu,"New Road, Kathmandu 44600",4K Camera,3,-169.93
C-03120,21/12/2024,London,"88 Regent Ave, SW1A 2AA",Wireless Earbuds,9,1650.98
C-03121,09/03/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart TV,6,822.75
C-03122,07/01/2024,Berlin,"Alexanderplatz 5, 10178",Smart TV,6,2071.99
C-03123,29/10/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Laptop,8,963.71
C-03124,15/05/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Console,2,1972.27
C-03125,22/05/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart TV,7,1237.15
C-03126,27/11/2024,Tokyo,"1-1 Akihabara, Chiyoda",Gaming Laptop,3,1895.45
C-03127,17/02/2024,Kathmandu,"Durbar Marg, KTM 44601",Wireless Earbuds,6,1195.32
C-03128,26/07/2024,Berlin,"Kurfurstendamm 22, 10719",Tablet Pro,1,661.44
C-03129,16/02/2024,Sydney,"City Centre, Pitt St Mall",4K Camera,5,2651.41
C-03130,25/07/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Laptop,3,1511.93
C-03131,05/01/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",4K Camera,3,1248.7
C-03132,03/11/2024,Dubai,"Mall of Emirates, B1-45",4K Camera,7,153.23
C-03133,17/07/2024,Berlin,"Alexanderplatz 5, 10178",4K Camera,8,577.98
C-03134,30/06/2024,Kathmandu,"Durbar Marg, KTM 44601",Smart Watch,2,2683.53
C-03135,06/12/2024,Berlin,"Alexanderplatz 5, 10178",Tablet Pro,1,1869.15
C-03136,03/02/2024,Sydney,"City Centre, Pitt St Mall",Gaming Laptop,4,1375.55
C-03137,07/12/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Wireless Earbuds,5,483.79
C-03138,25/07/2024,Sydney,"City Centre, Pitt St Mall",4K Camera,7,2283.57
C-03139,05/07/2024,Kathmandu,"New Road, Kathmandu 44600",Tablet Pro,6,876.44
C-03140,28/07/2024,Dubai,"Dubai Mall, Level 2, S12",Gaming Console,9,2511.16
C-03141,24/01/2024,Dubai,"Dubai Mall, Level 2, S12",Tablet Pro,4,-278.66
C-03142,17/03/2024,London,"12 Oxford St, W1D 1AB",Gaming Laptop,2,853.41
C-03143,31/05/2024,Berlin,"Kurfurstendamm 22, 10719",Smart Watch,6,2791.63
C-03144,16/04/2024,Berlin,"Alexanderplatz 5, 10178",Wireless Earbuds,5,1661.79
C-03145,09/04/2024,Berlin,"Kurfurstendamm 22, 10719",4K Camera,3,2413.94
C-03146,19/07/2024,Tokyo,"1-1 Akihabara, Chiyoda",Wireless Earbuds,1,2026.69
C-03147,27/09/2024,Dubai,"Mall of Emirates, B1-45",Tablet Pro,2,2808.58
C-03148,26/07/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Laptop,5,2916.71
C-03149,01/02/2024,London,"88 Regent Ave, SW1A 2AA",Wireless Earbuds,5,686.41
C-03150,02/12/2024,Sydney,"City Centre, Pitt St Mall",4K Camera,5,2507.33
C-03151,28/06/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Tablet Pro,7,2570.26
C-03152,08/01/2024,London,"88 Regent Ave, SW1A 2AA",4K Camera,1,1809.12
C-03153,18/06/2024,Tokyo,"3-5 Shinjuku, Shinjuku-ku",Smart Watch,6,417.61
C-03154,19/06/2024,New York,"350 5th Ave, NY 10118",Gaming Laptop,9,2791.33
C-03155,17/01/2024,Sydney,"City Centre, Pitt St Mall",Wireless Earbuds,7,1755.92
C-03156,13/10/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Laptop,2,-296.08
C-03157,15/10/2024,Sydney,"City Centre, Pitt St Mall",Wireless Earbuds,8,171.31
C-03158,25/10/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Console,3,2093.34
C-03159,04/12/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Laptop,3,1107.6
C-03160,30/10/2024,Berlin,"Alexanderplatz 5, 10178",Smart TV,1,11.29
C-03161,11/10/2024,Kathmandu,"Durbar Marg, KTM 44601",4K Camera,7,2447.96
C-03162,16/04/2024,Sydney,"88 George St, NSW 2000",Smart TV,8,1468.63
C-03163,28/06/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Console,6,-44.01
C-03164,19/04/2024,London,"88 Regent Ave, SW1A 2AA",Smart Watch,3,2930.41
C-03165,08/03/2024,New York,"350 5th Ave, NY 10118",Wireless Earbuds,1,2559.67
C-03166,30/08/2024,Kathmandu,"New Road, Kathmandu 44600",Smart TV,5,952.89
C-03167,17/10/2024,Kathmandu,"New Road, Kathmandu 44600",Gaming Console,4,922.14
C-03168,27/07/2024,Berlin,"Kurfurstendamm 22, 10719",Gaming Laptop,3,949.49
C-03169,28/01/2024,London,"12 Oxford St, W1D 1AB",Smart Watch,4,2235.61
C-03170,05/12/2024,Kathmandu,"New Road, Kathmandu 44600",Smart Watch,3,449.56
C-03171,28/07/2024,Berlin,"Alexanderplatz 5, 10178",Smart TV,7,1693.66
C-03172,27/01/2024,Sydney,"City Centre, Pitt St Mall",Wireless Earbuds,4,2057.39
C-03173,18/01/2024,Sydney,"88 George St, NSW 2000",4K Camera,7,2259.44
C-03174,15/05/2024,London,"88 Regent Ave, SW1A 2AA",Gaming Laptop,4,1125.58
C-03175,06/02/2024,Dubai,"Mall of Emirates, B1-45",Tablet Pro,5,969.96
C-03176,25/08/2024,Tokyo,"1-1 Akihabara, Chiyoda",Wireless Earbuds,3,-207.42
C-03177,25/05/2024,Berlin,"Kurfurstendamm 22, 10719",Wireless Earbuds,8,587.59
C-03178,23/01/2024,Sydney,"88 George St, NSW 2000",Smart TV,5,516.37
C-03179,28/03/2024,Kathmandu,"Durbar Marg, KTM 44601",Tablet Pro,2,239.27
C-03180,09/09/2024,London,"88 Regent Ave, SW1A 2AA",Tablet Pro,QTY_ERR,448.04
C-03181,05/03/2024,Berlin,"Alexanderplatz 5, 10178",Gaming Laptop,5,1968.51
C-03182,08/08/2024,Sydney,"City Centre, Pitt St Mall",Wireless Earbuds,9,2133.95
C-03183,10/06/2024,New York,"350 5th Ave, NY 10118",Wireless Earbuds,6,522.73
C-03184,18/07/2024,Berlin,"Alexanderplatz 5, 10178",Smart TV,2,255.93
C-03185,12/04/2024,Tokyo,"1-1 Akihabara, Chiyoda",Smart Watch,1,1364.96
C-03186,30/07/2024,Sydney,"88 George St, NSW 2000",Wireless Earbuds,1,-13.34
C-03187,31/08/2024,London,"12 Oxford St, W1D 1AB",4K Camera,4,2588.92
C-03188,20/09/2024,Kathmandu,"Durbar Marg, KTM 44601",Gaming Laptop,5,-37.21
